9139ec55-e88d-49b6-a8a7-ce8fc7e088ae.jpg	{"description":{"captions":[{"confidence":0.37164226174354553,"text":"a dog with large eyes"}],"tags":["indoor","looking","dog","black","mammal","animal","brown","staring","head","eyes","close"]},"metadata":{"format":"Jpeg","height":946,"width":2048},"modelVersion":"2021-05-01","requestId":"0c6c6df6-2d38-4c90-bb8d-c5adee30d647"}
bad249cf-ae3a-44db-908b-d13a6ddfae9c.jpg	{"description":{"captions":[{"confidence":0.5921404361724854,"text":"a person taking a picture of a train"}],"tags":["outdoor","way","sidewalk","scene","platform"]},"metadata":{"format":"Jpeg","height":1367,"width":2048},"modelVersion":"2021-05-01","requestId":"9fb57954-6e4a-46cd-90c0-a3f05b2c88cb"}
b2d40963-7882-4512-8767-1f56c3ceeb31.jpg	{"description":{"captions":[{"confidence":0.43473201990127563,"text":"a person wearing red shoes"}],"tags":["outdoor","person","ground"]},"metadata":{"format":"Jpeg","height":1366,"width":2048},"modelVersion":"2021-05-01","requestId":"4ab6b6d1-65bc-4937-8942-3b3c4c3ecb34"}
a7347eb2-1d6a-4120-bc79-a6b42c7050b2.jpg	{"description":{"captions":[{"confidence":0.522114634513855,"text":"a pile of pumpkins"}],"tags":["fruit","sale"]},"metadata":{"format":"Jpeg","height":1365,"width":2048},"modelVersion":"2021-05-01","requestId":"94222f0f-4de0-4d66-962c-af99e98a6e43"}
f308fbd8-3014-46c6-b5ee-9ac5ff5eb3b2.jpg	{"description":{"captions":[{"confidence":0.43130940198898315,"text":"a man wearing a hard hat"}],"tags":["person","outdoor","wearing"]},"metadata":{"format":"Jpeg","height":1365,"width":2048},"modelVersion":"2021-05-01","requestId":"bbe7dd65-8d71-4b88-a171-2a493e5dc9f4"}
24f743f6-4549-427b-9730-86625539185c.jpg	{"description":{"captions":[{"confidence":0.4109736979007721,"text":"a person's feet in black shoes"}],"tags":["red"]},"metadata":{"format":"Jpeg","height":1247,"width":2048},"modelVersion":"2021-05-01","requestId":"136584f3-a842-4a24-95ff-2776665d2e9f"}
3181e559-81cf-4c5c-9aa3-a619687e6fbf.jpg	{"description":{"captions":[{"confidence":0.6275559663772583,"text":"an airplane flying in the sky"}],"tags":["sky","plane","flying","outdoor","cloudy","aircraft","transport","clouds","airplane","jet","air","dark","day","high","land"]},"metadata":{"format":"Jpeg","height":1363,"width":2048},"modelVersion":"2021-05-01","requestId":"8b8cd898-7066-43d6-961c-88bd70bc8071"}
b5848937-105c-43bf-9abb-e4a36fb1e984.jpg	{"description":{"captions":[{"confidence":0.3439076244831085,"text":"a person in a boat on water"}],"tags":["sky","outdoor","sport","person","water sport"]},"metadata":{"format":"Jpeg","height":1365,"width":2048},"modelVersion":"2021-05-01","requestId":"a981e767-8b88-46e3-af63-f38da17b4e2a"}
5e776d0c-c09b-4f64-956c-65d6aed2f844.jpg	{"description":{"captions":[{"confidence":0.37040144205093384,"text":"a couple of dice"}],"tags":[]},"metadata":{"format":"Jpeg","height":1379,"width":2048},"modelVersion":"2021-05-01","requestId":"339d6506-faea-4cf4-8975-bf0d29840d01"}
57c3958a-4abf-4f49-88ad-a1e5170461f9.jpg	{"description":{"captions":[{"confidence":0.43798935413360596,"text":"shape"}],"tags":["shape"]},"metadata":{"format":"Jpeg","height":1366,"width":2048},"modelVersion":"2021-05-01","requestId":"fa67d122-2236-4c6b-a06b-1e696fa06c83"}
